DID;DID_SIZE;Read;Write;Variable
8167;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_271_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8167_Vxx_cell_v_271_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_271_out'}]
8168;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_272_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8168_Vxx_cell_v_272_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_272_out'}]
8169;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_273_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8169_Vxx_cell_v_273_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_273_out'}]
816A;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_274_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_816A_Vxx_cell_v_274_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_274_out'}]
816B;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_275_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_816B_Vxx_cell_v_275_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_275_out'}]
816C;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_276_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_816C_Vxx_cell_v_276_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_276_out'}]
816D;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_277_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_816D_Vxx_cell_v_277_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_277_out'}]
816E;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_278_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_816E_Vxx_cell_v_278_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_278_out'}]
816F;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_279_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_816F_Vxx_cell_v_279_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_279_out'}]
8170;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_280_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8170_Vxx_cell_v_280_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_280_out'}]
8171;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_281_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8171_Vxx_cell_v_281_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_281_out'}]
8172;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_282_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8172_Vxx_cell_v_282_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_282_out'}]
8173;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_283_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8173_Vxx_cell_v_283_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_283_out'}]
8174;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_284_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8174_Vxx_cell_v_284_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_284_out'}]
8175;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_285_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8175_Vxx_cell_v_285_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_285_out'}]
8176;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_286_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8176_Vxx_cell_v_286_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_286_out'}]
8177;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_287_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8177_Vxx_cell_v_287_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_287_out'}]
8178;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_288_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8178_Vxx_cell_v_288_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vxx_cell_v_288_out'}]
8179;1;True;False;[{'DID_VAR_NAME': 'Vbx_modlt_act', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8179_Vbx_modlt_act', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vbx_modlt_act'}]
817C;1;True;False;[{'DID_VAR_NAME': 'Vbx_rly_4_ctl', 'BIT_OFFSET': '0'}]
817D;1;True;False;[{'DID_VAR_NAME': 'Vbx_v_der_act', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_817D_Vbx_v_der_act', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vbx_v_der_act'}]
817E;1;True;False;[{'DID_VAR_NAME': 'Vnx_raw_ilck_1_stt', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_817E_Vnx_raw_ilck_1_stt', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vnx_raw_ilck_1_stt'}]
817F;1;True;False;[{'DID_VAR_NAME': 'Vnx_raw_ilck_2_stt', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_817F_Vnx_raw_ilck_2_stt', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio12_A/DataServices_Vnx_raw_ilck_2_stt'}]
8181;1;True;False;[{'DID_VAR_NAME': 'Vnx_raw_ilck_3_stt', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8181_Vnx_raw_ilck_3_stt', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vnx_raw_ilck_3_stt'}]
8182;1;True;False;[{'DID_VAR_NAME': 'Vnx_raw_ilck_4_stt', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8182_Vnx_raw_ilck_4_stt', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vnx_raw_ilck_4_stt'}]
8183;1;True;False;[{'DID_VAR_NAME': 'Vnx_temp_max_nr', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8183_Vnx_temp_max_nr', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vnx_temp_max_nr'}]
8184;1;True;False;[{'DID_VAR_NAME': 'Vnx_temp_min_nr', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8184_Vnx_temp_min_nr', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vnx_temp_min_nr'}]
8185;2;True;False;[{'DID_VAR_NAME': 'Vxx_bms1heatgrid_i_avg_100_ms', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8185_Vxx_bms1heatgrid_i_avg_100_ms', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_bms1heatgrid_i_avg_100_ms'}]
8186;2;True;False;[{'DID_VAR_NAME': 'Vxx_bsoc_max_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8186_Vxx_bsoc_max_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_bsoc_max_mem'}]
8187;2;True;False;[{'DID_VAR_NAME': 'Vxx_bsoc_min_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8187_Vxx_bsoc_min_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_bsoc_min_mem'}]
8188;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_1_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8188_Vxx_modul_temp_1_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_1_out'}]
8189;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_2_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8189_Vxx_modul_temp_2_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_2_out'}]
818A;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_3_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_818A_Vxx_modul_temp_3_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_3_out'}]
818B;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_4_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_818B_Vxx_modul_temp_4_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_4_out'}]
818C;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_5_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_818C_Vxx_modul_temp_5_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_5_out'}]
818D;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_6_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_818D_Vxx_modul_temp_6_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_6_out'}]
818E;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_7_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_818E_Vxx_modul_temp_7_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_7_out'}]
818F;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_8_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_818F_Vxx_modul_temp_8_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_8_out'}]
8190;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_9_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8190_Vxx_modul_temp_9_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_9_out'}]
8191;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_10_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8191_Vxx_modul_temp_10_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_10_out'}]
8192;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_11_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8192_Vxx_modul_temp_11_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_11_out'}]
8193;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_12_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8193_Vxx_modul_temp_12_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_12_out'}]
8194;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_13_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8194_Vxx_modul_temp_13_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_13_out'}]
8195;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_14_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8195_Vxx_modul_temp_14_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_14_out'}]
8196;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_15_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8196_Vxx_modul_temp_15_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_15_out'}]
8197;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_16_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8197_Vxx_modul_temp_16_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_16_out'}]
8198;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_17_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8198_Vxx_modul_temp_17_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_17_out'}]
8199;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_18_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8199_Vxx_modul_temp_18_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_18_out'}]
819A;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_19_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_819A_Vxx_modul_temp_19_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_19_out'}]
819B;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_20_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_819B_Vxx_modul_temp_20_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_20_out'}]
819C;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_21_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_819C_Vxx_modul_temp_21_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_21_out'}]
819D;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_22_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_819D_Vxx_modul_temp_22_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_22_out'}]
819E;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_23_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_819E_Vxx_modul_temp_23_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_23_out'}]
819F;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_24_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_819F_Vxx_modul_temp_24_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio13_A/DataServices_Vxx_modul_temp_24_out'}]
81A1;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_25_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_81A1_Vxx_modul_temp_25_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio14_A/DataServices_Vxx_modul_temp_25_out'}]
81A2;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_26_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_81A2_Vxx_modul_temp_26_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio14_A/DataServices_Vxx_modul_temp_26_out'}]
81A3;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_27_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_81A3_Vxx_modul_temp_27_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio14_A/DataServices_Vxx_modul_temp_27_out'}]
81A4;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_28_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_81A4_Vxx_modul_temp_28_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio14_A/DataServices_Vxx_modul_temp_28_out'}]
81A5;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_29_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_81A5_Vxx_modul_temp_29_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio14_A/DataServices_Vxx_modul_temp_29_out'}]
81A6;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_30_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_81A6_Vxx_modul_temp_30_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio14_A/DataServices_Vxx_modul_temp_30_out'}]
81A7;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_31_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_81A7_Vxx_modul_temp_31_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio14_A/DataServices_Vxx_modul_temp_31_out'}]
81A8;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_32_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_81A8_Vxx_modul_temp_32_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio14_A/DataServices_Vxx_modul_temp_32_out'}]
81A9;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_33_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_81A9_Vxx_modul_temp_33_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio14_A/DataServices_Vxx_modul_temp_33_out'}]
81AA;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_34_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_81AA_Vxx_modul_temp_34_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio14_A/DataServices_Vxx_modul_temp_34_out'}]
81AB;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_35_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_81AB_Vxx_modul_temp_35_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio14_A/DataServices_Vxx_modul_temp_35_out'}]
81AC;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_36_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_81AC_Vxx_modul_temp_36_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio14_A/DataServices_Vxx_modul_temp_36_out'}]
81AD;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_37_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_81AD_Vxx_modul_temp_37_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio14_A/DataServices_Vxx_modul_temp_37_out'}]
81AE;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_38_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_81AE_Vxx_modul_temp_38_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio14_A/DataServices_Vxx_modul_temp_38_out'}]
81AF;2;True;False;[{'DID_VAR_NAME': 'Vxx_modul_temp_39_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_81AF_Vxx_modul_temp_39_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio14_A/DataServices_Vxx_modul_temp_39_out'}]
